file_name,sheet_name,empresa,periodo,ano,trimestre,demonstrativo,conta,descricao_conta,tipo_saldo,valor_saldo,nivel_conta
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.3.3.2,Terrenos e Edifícios - Direito de Uso,saldo_inicio_periodo,217473822.7,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.3.98,Outros Imobilizados,saldo_inicio_periodo,465498369.7,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4,Intangível,saldo_inicio_periodo,2028899974.8,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4.1,Gastos de Pesquisa ou Desenvolvimento,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4.2,Ágio Derivado da Expectativa de Rentabilidade Futura (Goodwill),saldo_inicio_periodo,542302000.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4.3,Marcas e Patentes,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4.4,Software,saldo_inicio_periodo,447698280.8,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4.5,Direito de Operação em Aeroportos,saldo_inicio_periodo,1038899694.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,1.2.4.98,Outros Ativos Intangíveis,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2,Passivo,saldo_inicio_periodo,21853714618.42,1
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1,Passivo Circulante,saldo_inicio_periodo,14074965211.83,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.1,Fornecedores,saldo_inicio_periodo,2572804554.83,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.2,Empréstimos e Arrendamentos,saldo_inicio_periodo,2580314579.6,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.2.1,Empréstimos e Financiamentos,saldo_inicio_periodo,233600355.6,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.2.2,Passivos de arrendamento,saldo_inicio_periodo,2346714224.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.3,Obrigações com Partes Relacionadas,saldo_inicio_periodo,2619067.36,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.4,Obrigações Trabalhistas,saldo_inicio_periodo,627008238.9,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.5,Obrigações Fiscais,saldo_inicio_periodo,136134552.5,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.6,Seguros a Pagar,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.7,Transportes a Executar,saldo_inicio_periodo,5534788465.04,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.7.1,Bilhetes de Passagem Vendidos a Transportar,saldo_inicio_periodo,3381166639.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.7.2,Programas de Fidelização,saldo_inicio_periodo,1896267456.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.7.3,Créditos de Clientes,saldo_inicio_periodo,192032309.1,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.7.98,Outros Transportes a Executar,saldo_inicio_periodo,65322060.94,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.8,Tarifas Aeroportuárias a Pagar,saldo_inicio_periodo,49366979.1,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.9,Tarifas de Navegação Aérea a Pagar,saldo_inicio_periodo,601803875.2,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.10,Arrecadação a Contas de Terceiros,saldo_inicio_periodo,454127510.8,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.10.1,Tarifas de Embarque a Repassar,saldo_inicio_periodo,454127510.8,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.10.98,Outros Valores a Repassar,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.11,Obrigações com Instrumentos Financeiros Derivativos,saldo_inicio_periodo,3619128.1,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.12,Provisões,saldo_inicio_periodo,1102249073.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.13,Passivo de créditos de carbono,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.1.98,Outros Passivos Circulantes,saldo_inicio_periodo,410129187.4,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2,Passivo Não Circulante,saldo_inicio_periodo,30473319896.59,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.1,Fornecedores,saldo_inicio_periodo,305936894.6,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.2,Empréstimos e Arrendamentos,saldo_inicio_periodo,10523047640.89,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.2.1,Empréstimos e Financiamentos,saldo_inicio_periodo,1405009708.89,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.2.2,Passivos de arrendamento,saldo_inicio_periodo,9118037932.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.3,Obrigações com Partes Relacionadas,saldo_inicio_periodo,14084971226.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.4,Obrigações Trabalhistas,saldo_inicio_periodo,198463214.4,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.5,Obrigações Fiscais,saldo_inicio_periodo,622036761.7,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.6,Transportes a Executar,saldo_inicio_periodo,158313612.4,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.6.1,Bilhetes de Passagem Vendidos a Transportar,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.6.2,Programas de Fidelização,saldo_inicio_periodo,158313612.4,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.6.3,Créditos de Clientes,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.6.98,Outros Transportes a Executar,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.7,Tarifas Aeroportuárias a Pagar,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.8,Tarifas de Navegação Aérea a Pagar,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.9,Arrecadação a Contas de Terceiros,saldo_inicio_periodo,600006018.9,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.9.1,Tarifas de Embarque a Repassar,saldo_inicio_periodo,600006018.9,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.9.98,Outros Valores a Repassar,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.10,Obrigações com Instrumentos Financeiros Derivativos,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.11,Provisões,saldo_inicio_periodo,3562909623.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.12,Adiantamentos para Futuros Aumentos de Capital,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.13,Passivo de créditos de carbono,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.2.98,Outros Passivos Não Circulantes,saldo_inicio_periodo,417634904.7,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3,Patrimônio Líquido,saldo_inicio_periodo,-22694570490.0,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.1,Capital Social,saldo_inicio_periodo,6947111042.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.1.1,Capital Social Subscrito,saldo_inicio_periodo,6947111042.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.1.2,(-) Capital Social a Integralizar,saldo_inicio_periodo,0.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.2,Adiantamentos para Futuros Aumentos de Capital,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.3,Reservas de Capital,saldo_inicio_periodo,1238647258.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.4,(+\-) Ajustes de Avaliação Patrimonial,saldo_inicio_periodo,-1238485626.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.5,Reservas de Lucros,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.6,(-) Ações em Tesouraria,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,BP,2.3.7,(+\-) Lucros ou Prejuízos Acumulados,saldo_inicio_periodo,-29641843164.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3,Receita Operacional Bruta,saldo_inicio_periodo,5650254899.13,1
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1,Receita de Serviços Aéreos Públicos,saldo_inicio_periodo,5647397603.79,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1,Transporte Aéreo Regular Doméstico,saldo_inicio_periodo,4250290239.3,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.1,Passageiro,saldo_inicio_periodo,3661034575.21,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.2,Bagagem,saldo_inicio_periodo,69272433.54,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.3,Carga e Mala Postal,saldo_inicio_periodo,339923310.02,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4,Receitas Auxiliares,saldo_inicio_periodo,64863263.48,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.1,Alimentos e Bebidas a Bordo,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.2,Serviços Multimídia,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.3,Marcação de Assentos,saldo_inicio_periodo,48471634.22,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.4,Acompanhamento de Passageiro,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.5,Serviços de Assistência Médica,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.6,Transporte de Animais,saldo_inicio_periodo,5375839.89,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.4.98,Outras Receitas Auxiliares,saldo_inicio_periodo,11015789.37,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.5,Penalidades do Contrato de Transporte Aéreo,saldo_inicio_periodo,104078229.11,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.5.1,Cobrança por Cancelamento de Bilhete de Passagem,saldo_inicio_periodo,9662066.38,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.5.2,Cobrança por Reembolso de Bilhete de Passagem,saldo_inicio_periodo,59710359.3,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.5.3,Cobrança por Remarcação de Voo,saldo_inicio_periodo,34705803.43,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.5.4,Cobrança por Não Comparecimento para o Embarque,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.5.98,Outras Penalidades,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.1.98,Outras Receitas de Transporte Aéreo Regular Doméstico,saldo_inicio_periodo,11118427.94,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2,Transporte Aéreo Regular Internacional,saldo_inicio_periodo,1359107981.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.1,Passageiro,saldo_inicio_periodo,1277263196.15,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.2,Bagagem,saldo_inicio_periodo,23528831.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.3,Carga e Mala Postal,saldo_inicio_periodo,2940872.94,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4,Receitas Auxiliares,saldo_inicio_periodo,30887430.0,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.1,Alimentos e Bebidas a Bordo,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.2,Serviços Multimídia,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.3,Marcação de Assentos,saldo_inicio_periodo,4903702.76,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.4,Acompanhamento de Passageiro,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.5,Serviços de Assistência Médica,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.6,Transporte de Animais,saldo_inicio_periodo,480075.65,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.4.98,Outras Receitas Auxiliares,saldo_inicio_periodo,25503651.59,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.5,Penalidades do Contrato de Transporte Aéreo,saldo_inicio_periodo,10535758.84,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.5.1,Cobrança por Cancelamento de Bilhete de Passagem,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.5.2,Cobrança por Reembolso de Bilhete de Passagem,saldo_inicio_periodo,6588297.32,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.5.3,Cobrança por Remarcação de Voo,saldo_inicio_periodo,3947461.52,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.5.4,Cobrança por Não Comparecimento para o Embarque,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.5.98,Outras Penalidades,saldo_inicio_periodo,0.0,5
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.2.98,Outras Receitas de Transporte Aéreo Regular Internacional,saldo_inicio_periodo,13951892.07,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.3,Transporte Aéreo Não Regular Doméstico,saldo_inicio_periodo,24831632.34,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.4,Transporte Aéreo Não Regular Internacional,saldo_inicio_periodo,13167751.15,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.5,Suplementação Tarifária,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.1.98,Outras Receitas de Serviços Aéreos Públicos,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,3.2,Receitas de Atividades Operacionais Alheias aos Serviços Aéreos Públicos,saldo_inicio_periodo,2857295.34,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,4,(-) Deduções da Receita Operacional Bruta,saldo_inicio_periodo,-55010170.75,1
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,4.1,(-) Deduções da Receita de Serviços Aéreos Públicos,saldo_inicio_periodo,-55010170.75,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,4.1.1,(-) Impostos,saldo_inicio_periodo,-55010170.75,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,4.1.2,"(-) Devoluções, Abatimentos e Descontos Incondicionais Concedidos",saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,4.1.98,(-) Outras Deduções da Receita Operacional Bruta,saldo_inicio_periodo,0.0,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,4.2,(-) Deduções das Receitas de Atividades Operacionais Alheias aos Serviços Aéreos Públicos,saldo_inicio_periodo,0.0,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,5,(=) Receita Operacional Líquida,saldo_inicio_periodo,5595244728.38,1
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6,(-) Custos dos Serviços Prestados,saldo_inicio_periodo,-4053952858.99,1
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1,(-) Custos dos Serviços Aéreos Públicos,saldo_inicio_periodo,-3988053735.26,2
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1,(-) Pessoal,saldo_inicio_periodo,-528773595.49,3
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1.1,"(-) Remuneração de Pilotos, Copilotos e Engenheiros de Voo",saldo_inicio_periodo,-171987429.83,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1.2,(-) Remuneração de Comissários de Bordo,saldo_inicio_periodo,-83385878.48,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1.3,(-) Remuneração de Profissionais de Manutenção de Aeronaves,saldo_inicio_periodo,-60568948.85,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1.4,(-) Remuneração dos Demais Empregados de Serviços Aéreos,saldo_inicio_periodo,-84274816.07,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1.5,(-) Bonificações e Incentivos,saldo_inicio_periodo,-1736799.65,4
demonstracoes_t1_25.xlsx,GLO_T1_25,GLO,2025T1,2025,T1,DRE,6.1.1.6,(-) Encargos Sociais,saldo_inicio_periodo,-122128636.23,4
